Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-06-08,115.26,116.334,113.73,114.017,988800,0.0,0.0
2022-06-09,113.9,116.37,113.623,113.847,993000,0.0,0.0
2022-06-10,113.024,116.441,112.872,114.885,973600,0.0,0.0
2022-06-13,114.732,117.121,113.346,113.891,1459700,0.0,0.0
2022-06-14,113.927,114.75,111.046,112.156,956700,0.0,0.0
2022-06-15,112.532,113.927,111.207,111.986,932700,0.0,0.0
2022-06-16,110.107,112.362,108.676,110.42,1057300,0.0,0.0
2022-06-17,110.706,111.27,107.826,109.347,1682700,0.0,0.0
2022-06-21,110.474,111.619,109.096,111.288,1074900,0.0,0.0
2022-06-22,111.046,111.673,109.525,110.76,604800,0.0,0.0
2022-06-23,111.351,112.728,111.145,112.675,852100,0.0,0.0
2022-06-24,113.909,115.564,112.326,115.305,938500,0.0,0.0
2022-06-27,115.162,115.743,114.088,115.019,714800,0.0,0.0
2022-06-28,115.421,115.985,113.623,113.811,820500,0.0,0.0
2022-06-29,114.518,117.81,113.596,116.933,1003100,0.0,0.0
2022-06-30,116.575,117.148,113.99,114.527,829800,0.0,0.0
2022-07-01,114.992,117.658,114.339,117.372,1041700,0.0,0.0
2022-07-05,117.309,117.685,115.028,117.631,1197900,0.0,0.0
2022-07-06,117.649,119.152,117.327,118.177,1023200,0.0,0.0
2022-07-07,117.551,119.304,117.264,118.902,885300,0.0,0.0
2022-07-08,119.689,119.993,118.007,118.052,568800,0.0,0.0
2022-07-11,118.401,119.626,118.132,119.027,598300,0.0,0.0
2022-07-12,118.732,120.7,118.508,119.09,590300,0.0,0.0
2022-07-13,118.669,121.854,118.642,120.458,900800,0.0,0.0
2022-07-14,118.669,119.331,117.837,118.803,569700,0.0,0.0
2022-07-15,119.331,119.331,117.372,117.909,500600,0.0,0.0
2022-07-18,117.873,118.553,116.808,116.817,552900,0.0,0.0
2022-07-19,117.354,117.703,116.262,117.363,661800,0.0,0.0
2022-07-20,117.586,117.604,114.589,115.797,617800,0.0,0.0
2022-07-21,115.251,115.86,114.652,115.18,539300,0.0,0.0
2022-07-22,115.448,116.799,114.786,116.477,492800,0.0,0.0
2022-07-25,116.907,117.47,115.976,116.754,511300,0.0,0.0
2022-07-26,115.251,116.933,113.158,116.799,855900,0.0,0.0
2022-07-27,116.182,116.468,112.576,115.797,719800,0.0,0.0
2022-07-28,115.788,117.264,114.92,117.202,697600,0.0,0.0
2022-07-29,116.781,118.553,116.173,118.383,970500,0.0,0.0
2022-08-01,118.257,120.539,118.257,119.931,963300,0.0,0.0
2022-08-02,120.065,120.065,119.063,119.85,617000,0.0,0.0
2022-08-03,119.546,120.36,118.588,120.083,511800,0.0,0.0
2022-08-04,119.582,120.78,118.92,119.09,755200,0.0,0.0
2022-08-05,119.465,119.465,116.915,119.063,555200,0.0,0.0
2022-08-08,119.063,120.36,118.848,119.134,593000,0.0,0.0
2022-08-09,119.662,120.816,119.277,120.092,670000,0.0,0.0
2022-08-10,120.727,121.094,119.251,119.957,704700,0.0,0.0
2022-08-11,120.192,121.346,119.362,119.597,597700,1.02,0.0
2022-08-12,119.975,120.706,119.38,120.615,809900,0.0,0.0
2022-08-15,120.67,122.995,120.066,122.509,781000,0.0,0.0
2022-08-16,122.752,125.051,122.437,123.987,773600,0.0,0.0
2022-08-17,125.412,126.665,124.6,125.655,824500,0.0,0.0
2022-08-18,125.655,125.971,124.131,125.601,589000,0.0,0.0
2022-08-19,126.043,126.899,125.421,126.007,1865600,0.0,0.0
2022-08-22,125.763,126.151,123.329,124.186,928800,0.0,0.0
2022-08-23,127.287,129.216,125.087,128.333,1959000,0.0,0.0
2022-08-24,129.234,130.631,128.333,129.937,1056700,0.0,0.0
2022-08-25,129.505,129.658,128.36,129.496,727400,0.0,0.0
2022-08-26,129.712,129.82,127.629,127.647,686000,0.0,0.0
2022-08-29,127.458,128.702,126.629,128.017,460300,0.0,0.0
2022-08-30,127.783,128.098,126.394,126.944,663200,0.0,0.0
2022-08-31,127.224,128.008,126.07,126.205,927300,0.0,0.0
2022-09-01,125.853,128.423,125.087,128.008,871400,0.0,0.0
2022-09-02,128.486,129.324,125.889,126.214,632200,0.0,0.0
2022-09-06,126.34,127.602,124.51,124.979,791700,0.0,0.0
2022-09-07,125.276,127.206,124.465,127.043,632100,0.0,0.0
2022-09-08,126.034,126.809,123.906,124.988,788200,0.0,0.0
2022-09-09,125.664,126.746,124.14,125.709,558400,0.0,0.0
2022-09-12,126.178,127.62,125.114,127.476,741800,0.0,0.0
2022-09-13,127.449,128.314,125.186,125.619,999400,0.0,0.0
2022-09-14,125.61,126.313,124.717,125.348,745100,0.0,0.0
2022-09-15,125.43,125.871,123.987,125.448,568700,0.0,0.0
2022-09-16,125.592,126.421,124.537,125.204,1917100,0.0,0.0
2022-09-19,125.258,126.367,125.087,126.178,426500,0.0,0.0
2022-09-20,125.412,126.25,124.483,125.493,468000,0.0,0.0
2022-09-21,126.142,128.693,126.052,126.674,590700,0.0,0.0
2022-09-22,127.07,128.964,126.71,128.044,932800,0.0,0.0
